NO,순번,표준단어명,표준단어 영문약어명,표준단어 영문명,표준단어 설명,형식단어여부,표준도메인분류명,이음동의어 목록,금칙어 목록,변경구분,변경일자,범정부표준준수 여부,범정부표준적용 차수,최종수정일시
4023,4023,수렵,HUNTING,HNTG,총이나 활 또는 길딜인 매나 올가미 따위로 산이나 들의 짐승을 잡는 일,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4024,4024,수렵장,HUNTING FIELD,HUNTFLD,狩獵場 사냥터(사냥을 하는 곳),N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4025,4025,수료증,CERTIFICATE FOR ACHIEVEMENT,CTFHV,修了證 일정한 학과를 다 배워 마쳤음을 증명하는 증서,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4026,4026,수산화나트륨,SODIUM HYDROXIDE,SOHY,흰색 고체로 물에 녹아 강한 염기성을 띄는 물질이다. 가성 소다라고도 한다. 흡습성이 높고 물에 잘 녹으며， 에탄올， 메탄올에도 잘 녹는다. 중화제， 비누 제조， 나트륨염의 제조 등 화학공업 전반에 널리 사용된다. 분진을 흡입하면 상부 기도염， 용액으로는 피부염을 일으키므로 독극물로 지정되어 있다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4027,4027,수소이온,HYDROGEN ION,HION,수소 원자가 전자 한 개를 잃은 일가(一價)의 양이온. 용액 속에서 산성을 나타내는 원인이 되며， 수용액 중에서는 물 분자와 결합하여 옥소늄 이온으로 존재한다. 화학 기호는 H,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4028,4028,수용가,RECEPTOR,RCPTR,전력이나 물을 공급받는 가구,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4029,4029,수제,SUPERDIKE,SPRDIKE,水制 유수(流水)를 제어하기 위해 하천 가장자리에서 일정한 각도로 하천 중심부를 향해 설치한 구조물,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4030,4030,수족관,AQUARIUM,AQUARM,水族館 물속에 사는 생물을 모아 놓고 기르는 설비. 물에 사는 생물을 그들의 생태 조건에 적합한 환경 속에서 기르고 진열하여 그들의 생태나 습성 따위를 여러 사람이 관찰할 수 있도록 한다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4031,4031,수질개선,WATER QUALITY IMPROVEMENT,WTRQLIMP,水質改善 오염된 물을 맑고 깨끗한 물로 바꾸어 가는 일,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4032,4032,수질검사소,WATER QUALITY OFFICE,WQO,수질검사소,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4033,4033,수질기준,WATER QUALITY STANDARDS,WQST,물의 물리적， 화학적， 세균학적인 기준으로 물의 사용 목적에 따른 오염 정도를 등급으로 나타낸 것을 말한다. 먹는 물 수질기준， 방류수 수질기준， 지하수수질기준 등이 있으며， 각각의 수질기준은 법으로 정해져 있다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4034,4034,수질배출정보,WATER DISCHARGE INFORMATION,WTDI,배출되는 수질오염 물질 등 관련 정보,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4035,4035,수탁자,TRUSTEE,TRUSTEE,受託者 남의 부탁을 받거나 남의 물건 따위를 맡은 사람.
[법률정의] (민영교도소등의설치，운영에관한법률) 제3조의 규정에 의하여 교정업무를 위탁받기로 선정된 자,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4036,4036,수험자,EXAMINEE,EXMNE,受驗者. 시험을 치르는 사람,N,,,,수정,2021-07-14 00:00:00.0,Y,2차,20241111 13:35:04
4037,4037,쉬겔라,SHIGELLA,SHIGLA,Enterobacteriaceae(장내세균)과의 1속(屬). 그람음성， 비운동성， 내생포자 비형성， (0.5~1.0)×(1.0~3.0)μm의 간균이다. 한천배지에서 잘 발육하고 포도당을 분해하여 산을 생성하지만 B군 6형을 제외하고는 가스를 발생하지 않는다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4038,4038,스왑,SWAP,SWAP,계약 조건 등에 따라 일정 시점에 자금 교환을 통해서 이루어지는 금융 기법,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4039,4039,승인권,RIGHT OF APPROVAL,RGAPRL,承認勸 어떤 사실을 마땅하다고 받아들이는 권리,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4040,4040,시멘트,CEMENT,CEMT,넓은 뜻으로는 물질과 물질을 접착하는 물질을 의미하지만 일반적으로 토목용이나 건축용의 무기질의 결합경화제를 뜻한다. 이 중에서도 오늘날 흔히 시멘트로 불리는 것은 포틀랜드 시멘트다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4041,4041,시운전,TEST RUN,TSTRN,기차·선박 기타의 기계를 만들어 시험적으로 운전함,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4042,4042,식생수로,VEGETATED WATERWAY,VEWA,배수 구조물로서 토양에 의한 여과， 생화학적 반응， 침투 및 저류 등의 방법으로 강우유출수를 조절하는 식생으로 덮인 수로로 저영향개발(LID : Low Impact Development) 기술의 하나이다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4043,4043,식흔,ANKERTRASS,ANKTRAS,파먹은 흔적. 주로 해충이 식물체에 남긴 흔적,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4044,4044,신기술,NEW TECHNOLOGY,NTCH,새로운 기술,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4045,4045,신뢰,CONFIDENCE,CNFDNC,信賴 믿고 의지함,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4046,4046,신차,NEW CAR,NCAR,새로운 차,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4047,4047,싸움,FIGHT,FIGHT,싸우는 일,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4048,4048,아교목층,SUBTREE LAYER,SBLAYR,亞喬木層 교목과 관목의 중간 식물로 이루어진 계층,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4049,4049,아성체,SUB ANIMALS,SUBANIML,준성체과 비슷한말로 새끼와 다 자라서 생식 능력이 있는 동물(성체) 중간정도를 이르는말,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4050,4050,아성충,SUBIMAGO,SUBIMAGO,亞成蟲. 종령 애벌레와 성충 사이의 발생 단계로 생식기가 미분화하여 성적으로 미성숙한 상태지만， 성충과 비슷한 날개를 달고 있다(예: 하루살이목),N,,,,수정,2021-07-21 00:00:00.0,N,,20241111 13:35:04
4051,4051,아스팔트,ASPHALT,ASPT,석유를 정제할 때 잔류물로 얻어지는 고체나 반고체의 검은색이나 흑갈색 탄화수소 화합물,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4052,4052,아황산환원혐기성포자형성균,SPORE FORMING SULFITE REDUCING ANAEROBES,SFSRA,포자를 형성하는 균의 형태로 아황산을 환원하는 혐기상태의 배양조건을 지닌 균,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4053,4053,알루미늄10퍼센트,ALUMINIUM 10 PERCENTAGE,AL10PT,은백색의 가볍고 부드러운 금속 원소. 가공하기 쉽고 가벼우며 내식성(耐蝕性)이 있다. 인체에 해가 없으므로 건축， 화학， 가정용 제품 따위에 널리 쓴다.,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4054,4054,알킬벤젠소디움설포네이트,ALKYL BENZEN SODIUM SULFONATE,ABS,경성세제(硬性洗劑)의 주성분， 음이온계면활성제 중 하나,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4055,4055,암자,SMALL TEMPLE,STEMPL,큰 절에 딸린 작은 절,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4056,4056,압류,SEIZURE,SZR,押留. 집행 기관에 의하여 채무자의 특정 재산에 대한 처분이 제한되는 강제 집행,N,,,,수정,2021-07-14 00:00:00.0,Y,2차,20241111 13:35:04
4057,4057,압송,PUMPING,PUMPNG,壓送 어떤 물질에 압력을 가하여 다른 곳으로 보내는 일,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4058,4058,애프터서비스,AFTER-SALES SERVICE,AS,상품을 판 뒤 제조업자가 그 상품의 설치， 수리， 점검 따위를 책임지는 일,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4059,4059,야생,WILDNESS,WLDNS,野生
 산이나 들에서 저절로 나서자람. 또는 그런 생물.,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4060,4060,야생화,WILD FLOWER,WDFW,野生花
 들에 피는 꽃.,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4061,4061,야영장,CAMPING GROUND,CAMPG,야영하는 곳,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4062,4062,약,GENTLE,GENTLE,弱 바람 등이 약하다는 뜻을 가리킬때는 gentle을 사용함,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4063,4063,약정서,AGREEMENT,AGMT,agreement,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4064,4064,약제,MEDICINE,MEDC,[명사] 여러 가지 약재를 섞어 조제한 약,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4065,4065,약품구매,PURCHASE  MEDICINES,PCMD,약품구매,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4066,4066,약품비,MEDICINE FEE,MEDFEE,약품을 사용한 비용,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4067,4067,약품사용,USE  MEDICINES,USMD,약품사용,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4068,4068,양서파충류,AMPHIBIAN REPTILE,AMPHRP,兩棲爬蟲類 양서류와 파충류를 연구하는 동물학의 한 분야이다. 양서류와 파충류는 변온의 네발동물로， 전통적으로 함께 연구되어 왔다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4069,4069,어종,KIND OF FISH,KDFSH,魚種 물고기의 종류,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4070,4070,업체A,ENTERPRISE A,ENTPRA,業體.임의의 사업이나 기업의 주체 A,N,,,,수정,2022-09-30 00:00:00.0,N,,20241111 13:35:04
4071,4071,업체B,ENTERPRISE B,ENTPRB,業體.임의의 사업이나 기업의 주체 B,N,,,,수정,2022-09-30 00:00:00.0,N,,20241111 13:35:04
4072,4072,업체C,ENTERPRISE C,ENTPRC,業體.임의의 사업이나 기업의 주체 C,N,,,,수정,2022-09-30 00:00:00.0,N,,20241111 13:35:04
4073,4073,없음,NOTHING,NOT,없음. 존재하지 않음,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4074,4074,여과,FILTERATION,FILTR,유동성이 있는 고체-액체혼합물을 다공성(多孔性) 여과재를 지나게 하여， 고체는 여과재의 표면이나 내부에 퇴적시키고， 액체는 투과시켜 양자를 분리시키는 기계조작,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4075,4075,여과형,FILTER FORM,FILTRFOM,濾過形 거름종이나 여과기를 써서 액체 속에 들어 있는 침전물이나 입자를 걸러 내는 형태,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4076,4076,여시니아균,YERSINIA,YERSNA,자연계에 널리 분포하는 장내세균과(Enterobacteriaceae family)에 속하는 균으로서， 특정 균종은 강한 전염력과 치사율이 높은 병원균으로 알려져 있다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4077,4077,연료화,FUELIZE,FUELZ,燃料 연소하여 열， 빛， 동력의 에너지를 얻을 수 있는 물질을 통틀어 이르는 말.
[법률정의] (에너지이용합리화법) 석유，석탄，신，재생에너지 기타 열을 발생하는 열원(핵연료를 제외한다). 다만， 제품의 원료로 사용되는 것을 제외한다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4078,4078,연소및소각,COMBUSTION AND INCINERATION,CBNINC,연소와 소각,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4079,4079,열매,FRUIT,FRUIT,식물이 수정한 후 씨방이 자라서 생기는 것. 대개는 이 속에 씨가 들어 있다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4080,4080,열병합발전,COMBINED HEAT AND POWER,CHP,열병합발전,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4081,4081,열화,DEGRADATION,DGRN,劣化. 재료가 열， 빛， 방사선， 산소， 오존， 물， 미생물 등의 작용을 받아 그 성능과 기능 등의 특성이 떨어지는 현상,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4082,4082,염소,CHLORINE,CHLOR,염소(□素)명사기체 원소의 한 가지. 자극적인 냄새가 강한 황록색의 기체. 액화하기 쉬우며， 표백제?산화제?소독제 등으로 쓰임. Cl/ 17/35.4527,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4083,4083,염소소독,CHLORINE DISINFECTION,CHDI,정수과정에서 침전과 여과 뒤에 행해지는 처리공정이다. 원수 중에 존재하는 세균등 유해 미생물이 침전 여과등 정수처리 과정에서 보통 99%이상 제거되지만 나머지 잔류세균(미생물)에 대한 안전성을 확보하기 위해서 염소처리를 한다. 염소는 세계적으로 물의 소독제로서 가장많이 쓰이고 있는데 그 이유는 소독기능의 잔류성과 경제성등의 우월성 때문이다. 그러나 최근에는 소독부산물의 생성문제와 고유의 염소 냄새등으로 오존처리등 대체 소독방법이 개발·적용되고 있다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4084,4084,예금주,DEPOSITOR,DPSTR,預金主. 금융 기관에 예금을 한 경우， 해당 예금 계좌의 주인이 되는 사람,N,,,,수정,2021-07-14 00:00:00.0,Y,2차,20241111 13:35:04
4085,4085,예찰,PREDICTION,PRDICT,豫察 병원균， 해충의 밀도， 현재의 발생상황， 작물의 생육상태， 기상예보 등을 고려해서 앞으로 병해충 발생이 어떻게 변동될지를 예측하는 것,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4086,4086,오니외,NO SLUDGE,NOSLGE,오니(SLUDGE) 이외의,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4087,4087,오수,DIRTY WATER,DRTW,汚水. 무엇을 씻거나 빨거나 하여 더러워진 물,N,,,,수정,2022-09-30 00:00:00.0,N,,20241111 13:35:04
4088,4088,오프로드,OFF ROAD,OFFRD,도로를 벗어난곳.주행,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4089,4089,옥살산,OXALIC ACID,OXACID,카르복시산(酸)의 하나. 물에 잘 녹고， 널리 식물계에 존재하며 환원력(還元力)이 강해서， 매염제(媒染劑)·현상액·표백제 따위에 씀,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4090,4090,와류,VORTEX,VORTEX,渦流 맴돌이 전류(변화하고 있는 자기장 안의 도체에 전자기 유도로 생기는 소용돌이 모양의 전류),N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4091,4091,와류형,VORTEX FROM,VORTXFOM,渦流形 맴돌이 전류(변화하고 있는 자기장 안의 도체에 전자기 유도로 생기는 소용돌이 모양의 전류) 형태,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4092,4092,완납,FULL PAYMENT,FPY,完納 남김없이 완전히 납부함,N,,,,수정,2021-07-14 00:00:00.0,Y,6차,20241111 13:35:04
4093,4093,완전,PERFECTION,PRFECT,完全 필요한 것이 모두 갖추어져 있음. 부족함이나 흠이 없음,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4094,4094,완충,BUFFER,BUFER,緩衝
대립하는 것 사이에서 불화나 충돌을 누그러지게 함,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4095,4095,외래생물,ALIEN SPECIES,ALSP,외국으로부터 인위적 또는 자연적으로 유입되어 그 본래의 원산지 또는 서식지를 벗어나 존재하게 된 생물을 말한다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4096,4096,요막액,ALLANTOIC FLUID,ALLNTFLD,요막 안에 차 있는 액체,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4097,4097,요주의,ATTENTION,ATNT,要注意. 각별한 주의가 필요함,N,,,,수정,2021-07-14 00:00:00.0,Y,2차,20241111 13:35:04
4098,4098,용존산소량측정값,DO_MESURE_VU,DOMRV,용존산소량측정값,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4099,4099,용해성망간,SOLUBLE MANGANESE,SM,수질 환경 보전법 제8조와 관련하여 용해성 망간의 허용 한도를 10ppm으로 정하고 있다. 10ppm의 망간이 용해되어 있는 물을 pH 8.5로 통기하면 60분간 통기해도 물 속에는 여전히 10ppm의 망간이 용해되어 있다. 그러나 pH를 9.7로 높여서 60분간 통기하면 물 속에 용해되어 있는 망간은 0.9ppm으로 감소하고， 9.1ppm의 망간은 침전하게 된다. 즉， 10ppm중 0.9ppm은 용해성 망간이 되고， 9.1ppm은 불용해성 망간이 된다. 용해성 망간은 pH 10 이상에서 산화되어 불용해성 망간이 된다,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4100,4100,용해성철,SOLUBLE IRON,SI,물에 함유된 철에는 2개의 형태가 있다. 하나는 용해하고 있는 철(용해성 철)이고， 다른 하나는 불용해성 철로 부유하고 있거나 침전되고 있는 철이다. 물이 강산성인 경우 철은 전부 용해하기 때문에 고형물로서는 존재하지 않으며， 물이 강알칼리성인 경우 대부분의 철은 침전이 되기 때문에 용해성 철은 거의 존재하지 않는다. 그러나 중성 부근에서는 2개의 형태가 공존하고 있다. 수질 환경 보전법 제8조와 관련하여 용해성 철 함유량의 허용 한도를 10ppm으로 하고 고형물의 철은 부유 물질량으로 규제하고 있다. 고형물로서의 철은 주로 수은산 제이철이다,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4101,4101,운반증,TRANSPORT LICENSE,TRANLIC,물건 따위를 옮겨 나를 수 있게 하는 증명서,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4102,4102,운영비,OPERATION EXPENSE,OPEXP,運營費用 [법률정의] (사학기관 재무，회계 규칙에 대한 특례규칙) 자산의 증가나 부채의 감소를 수반하지 아니하는 자산의 감소,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4103,4103,울음,CRYING,CRYING,우는 일. 또는 그런 소리,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4104,4104,원격,RMRT,RMRT,遠隔 멀리 떨어져 있음,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4105,4105,원수,ORIGIN'S WATER,ORGWT,原水 인공 처리가 되기 전의， 자연 그대로의 물
[법률정의] (수도법) 음용，공업용등에 제공되는 자연상태의 물. 다만， 농어촌정비법 제2조제1호의2의 규정에 의한 농어촌용수를 제외한다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4106,4106,원인자,THE ORIGIN PERSON,ORGPR,어떤 사물이나 현상을 일으키거나 변화시키는 근본이 된 일이나 사건에연계된 사람,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4107,4107,원충류,INTESTINAL PROTOZOA,IPROT,원충은 단세포로 되어있어 현미경으로 밖에 볼 수 없다. 어떤 것은 매우 빠른 생산능력을 바탕으로 숙주의 장을 점령하고 거기서 다른 장기나 조직으로 침투해 들어간다. 어떤 것은 적혈구를 먹고산다. 그래서 "현미경적 흡혈귀"라는 별칭을 갖고 있기도 하다. 어떤 것은 포낭을 형성하여 음식이나 물을 통해 다른 사람에게 전염된다. 포낭 속에 들어있는 원충은 소화액에도 용해되지 않는다. 이 기생충은 숙주의 조직세포를 훼손시키기도 한다,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4108,4108,월마감,MONTHLY CLOSE,MMCLS,한 달을 기준으로 마감,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4109,4109,위촉,ENTRUSTING,ENTRST,委囑. 어떤 일을 남에게 부탁하여 맡게 함,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
4110,4110,위치정보,LOCATION INFORMATION,LCINFO,位置情報 이동성이 있는 물건 또는 개인이 특정한 시간에 존재하거나 존재하였던 장소에 관한 정보,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4111,4111,위탁자,CONSIGNOR,CONSGNR,委託者 일정한 계약 아래 남에게 물건 따위를 맡긴 사람.
[법률정의] (선물거래법) 선물업자에게 선물거래등을 위탁하는 자,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4112,4112,위해우려종,POTENTIALLY HARMFUL SPECIES,PHSP,국내 자연생태계에 유입되지는 않았으나， 유입될 경우 생태계 등에 위해를 미칠 우려가 있는 외래생물을 말한다. 2017년 기준 포유류 10종， 조류 5종， 어류 45종 등 총 127종이 지정되어 있다. 이들 위해우려 외래생물을 수입·반입할 때에는 담당수행전문기관인 국립생태원에서 '생태계 위해성심사'를 거친 뒤 환경부장관의 승인을 받아야 한다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4113,4113,유리,GLASS,GLASS,琉璃 석영， 탄산소다， 석회암을 섞어 높은 온도에서 녹인 다음 급히 냉각하여 만든 물질,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4114,4114,유생,LARVA,LARVA,幼生 변태하는 동물의 어린 것. 배(胚)와 성체의 중간 시기로， 독립된 생활을 영위하며 성체와는 현저하게 다른 모양과 습성을 가진다. 곤충에서는 애벌레라고 하며， 개구리에 대한 올챙이 따위가 있다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4115,4115,유전자,GENE,GENE,遺傳子 생물체의 개개의 유전 형질을 발현시키는 원인이 되는 인자. 염색체 가운데 일정한 순서로 배열되어， 생식 세포를 통하여 어버이로부터 자손에게 유전 정보를 전달한다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4116,4116,유주,SWARMING,SWARMG,遊走 미생물학영역에서는 편모(鞭毛)가 있는 균(菌)을 고형배지(固刑培地)， 특히 건조가 불충분한 배지(培地)에서 발육시키면 편모(鞭毛)에 의한 유주(遊走)의 결과， 배지표면에 얇은 베일을 펼쳐 놓은 것과 같은 발육을 나타내는 것을 말한다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4117,4117,유지용수공급,MAINTENANCE WATER REQUIREMENT SUPPLY,MWRS,維持用水供給 하천의 형태를 유지하고 환경을 보전하는 데에 필요한 물을 공급함을 의미함. 수질 오염의 방지나 어류의 보호를 위하여 일정한 유량(流量)을 유지한다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4118,4118,유체,FLUID,FLUID,流體 기체와 액체를 아울러 이르는 말,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4119,4119,유충,LARVAL,LAVL,알에서 나온 후 아직 다 자라지 아니한 벌레,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4120,4120,유해야생동물,HARMFUL WILD ANIMAL,HMWL,有害野生動物 [법률정의] (야생동，식물보호법) 사람의 생명이나 재산에 피해를 주는 야생동물로서 환경부령이 정하는 종,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4121,4121,융자,FINANCING,FINANC,融資자금을 융통함.
[법률정의] (에너지및자원사업특별회계법시행령)， (재정투융자특별회계의융자，예탁및예수에관한규칙)，(재정융자특별회계법),N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4122,4122,응집제,COHESIVE AGENTS,COAG,액체 속에 현탁되어 있는 고체입자를 뭉치게 하기 위해 첨가하는 약품이다. 응집 시 액체 속의 입자는 일반적으로 침강속도가 빨라지므로， 이 현상은 침강을 촉진시키는 데 이용된다. 침강촉진제 또는 침강제라고도 한다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4123,4123,의료,MEDICAL CARE,MDLCR,醫療. 의술로 병을 고침. 또는 그런 일,N,,,,제정,2023-09-21 00:00:00.0,Y,4차,20241111 13:35:04
4124,4124,의류,CLOTHES,CLTHS,衣類 옷 등속(等屬)을 통틀어 이르는 말,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4125,4125,의무이행,FULFILMENT OF DUTY,FLFDTY,의무이행,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4126,4126,이물질,ALIEN SUBSTANCE,ALSBTN,이물(異物). 정상적이 아닌 다른 물질,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4127,4127,인건비,PERSONNEL EXPENSES{EXPENDITURE],PEXP,사람을 부리는 데에 드는 비용,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4128,4128,인계서,HANDOVER DOCUMENT,HDOVDC,신입사원이 퇴사 직원의 업무를 넘겨받거나 기존 사원이 새로운 업무를 인수인계 받을 시 작성하는 문서,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4129,4129,인공습지,CONSTRUCTED WETLANDS,COWET,자연습지의 형태 및 기능을 모방하여 설계， 시공， 운영되는 인위적인 습지이다. 침전·여과·흡착·미생물 분해， 식생 식물에 의한 정화 등 자연상태 습지가 가지고 있는 정화능력을 인위적으로 향상시켜 비점오염물질을 저감하는 시설로， 도시 및 농업지역， 축산단지 등에 다양하게 적용이 가능하다,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4130,4130,인산,PHOSPHORIC ACID,PHACID,인산으로서 무기화합물,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4131,4131,인증생략서,CERTIFICATION OMISSION REPORT,COMSRP,OMSRPT,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4132,4132,인처리,PHOSPHORUS  PROCESS,PPRCS,어떤 결과를 얻기 위해 화학적·물리적 작용을 일으킴,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4133,4133,인후두,LARYNGOPHARYNX,LARYNG,咽喉頭인두(咽頭)와 후두(喉頭)를 아울러 이르는 말,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4134,4134,일수,DAY COUNT,DCNT,일수(日數)[명사]1.날의 수. 【예】근무 일수. 2.그날의 운수. 날성수. 【예】일수가 사납다,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4135,4135,일평균,DAY AVERAGE,DYRG,日平均 그날의 중간의 값,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4136,4136,임의,RANDOM,RNDM,[任意] 일정한 기준이나 원칙 없이 하고 싶은 대로 함,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
4137,4137,입국,ENTERING A COUNTRY,ENTCNY,入國. 자기 나라 또는 남의 나라 안으로 들어감,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
4138,4138,입자상,PARTICULATE,PRTCLT,미립자. 분진， 매연， 미스트 등,N,,,,제정,2023-09-21 00:00:00.0,N,,20241111 13:35:04
4139,4139,자,MAN,MAN,일부 명사 뒤에 붙어， 그러한 사람임을 뜻함,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
